"X","Y","city","price"
139.783174286564,35.6885950332344,"中央",1700000
139.777226110297,35.6773280604418,"中央",4870000
139.766091110317,35.6745699998058,"中央",6010000
139.766793059952,35.6761288900364,"中央",13400000
139.767040000296,35.6734177803065,"中央",40900000
139.782410000421,35.6768619400267,"中央",1230000
139.781443060149,35.663416109566,"中央",1650000
139.775796940077,35.6712600000491,"中央",2610000
139.771341939679,35.6777880600711,"中央",17300000
139.782133577603,35.6851305254535,"中央",1380000
139.773183889725,35.6824069403282,"中央",21300000
139.784340000391,35.6956077801751,"中央",1380000
139.786106109709,35.6841750002762,"中央",1210000
139.77595194003,35.6744800001521,"中央",3340000
139.775666110303,35.6857519399003,"中央",3300000
139.786358890251,35.6799588903907,"中央",1370000
139.763521939686,35.6719263895914,"中央",47600000
139.770083059686,35.6666288899115,"中央",4310000
139.770424999914,35.6818238900606,"中央",23000000
139.766916939765,35.6689652800238,"中央",9730000
139.771346390424,35.6894988896622,"中央",2520000
139.776945000212,35.6783144395599,"中央",3040000
139.772981109691,35.6671916703595,"中央",1440000
139.777115220291,35.6705611072095,"中央",1590000
139.77404305974,35.6883505597307,"中央",3190000
139.77144805968,35.6804088895588,"中央",6130000
139.772763890142,35.690045830351,"中央",7660000
139.783928059632,35.6559175002926,"中央",1920000
139.760539990129,35.6686672869659,"中央",13700000
139.763477780275,35.6683308299041,"中央",8000000
139.788398889897,35.6870488899945,"中央",915000
139.735343890309,35.6673200000182,"港",3070000
139.735821110156,35.6594938900312,"港",2500000
139.716198059593,35.6646980598678,"港",2870000
139.742481109716,35.6666430596297,"港",5350000
139.72544805988,35.6609766697377,"港",1660000
139.724618060275,35.6386800003819,"港",1160000
139.723341110204,35.6539430603241,"港",2260000
139.72868889008,35.633856939846,"港",1380000
139.735691109557,35.6420300001845,"港",1640000
139.739256940356,35.6496619402465,"港",1840000
139.728043890014,35.6726611096227,"港",2330000
139.734920928358,35.6263341271184,"港",1530000
139.727648889785,35.6534880600261,"港",2830000
139.728720000328,35.6569430601742,"港",2070000
139.732991110052,35.6735250001788,"港",1480000
139.726278060384,35.6488449996971,"港",3920000
139.754385615504,35.6437810395635,"港",1970000
139.723113890194,35.6710730597741,"港",2440000
139.749066110313,35.6321561096169,"港",1560000
139.729193889986,35.644787780232,"港",1760000
139.718413890189,35.6658580603014,"港",2130000
139.732676109915,35.6492250001338,"港",1900000
139.743448889954,35.6512424996418,"港",2220000
139.737403271244,35.6366916649885,"港",1490000
139.735554999864,35.6635508298071,"港",1560000
139.741676110364,35.6567297203005,"港",1680000
139.727643330176,35.6404547198096,"港",1660000
139.735251940025,35.6518458296215,"港",3700000
139.723533059703,35.6365391696471,"港",4260000
139.735669999771,35.6346619400966,"港",2700000
139.755706939923,35.6685869397356,"港",14000000
139.732540000221,35.663633890292,"港",10300000
139.75368889003,35.652098889852,"港",3660000
139.737858890276,35.6304238903504,"港",5790000
139.755588060341,35.66595389026,"港",5970000
139.734676110414,35.6766850002127,"港",5910000
139.738116939945,35.6729761097598,"港",5220000
139.714191110032,35.6642838896899,"港",13600000
139.716690280133,35.6694080603339,"港",11100000
139.741036109629,35.6397738898533,"港",4380000
139.736679999583,35.6547269399965,"港",3840000
139.753668890007,35.6546199998133,"港",2680000
139.746008060124,35.6466138896195,"港",6000000
139.730186110201,35.6319658301591,"港",2640000
139.754496109808,35.6580611099324,"港",5540000
139.745072018759,35.6624659272609,"港",7010000
139.760613060045,35.6616088904381,"港",11400000
139.751758059987,35.6665400000211,"港",1730000
139.733813059825,35.6776869403002,"港",2640000
139.716510000237,35.6684861104458,"港",4540000
139.744069121793,35.6650605253232,"港",7390000
139.723269169836,35.6588972204306,"港",2450000
139.733986110071,35.670088060216,"港",3380000
139.742973889634,35.6292350000953,"港",5700000
139.740453060261,35.6558169399,"港",2480000
139.740551109746,35.6272461098203,"港",11600000
139.756023059717,35.6584688904271,"港",1880000
139.755873059994,35.6537469397696,"港",2030000
139.732876940219,35.6648549996587,"港",2780000
139.754171940183,35.6615180598108,"港",1990000
139.746474999822,35.648948060205,"港",2270000
139.756948688731,35.6668406253947,"港",9040000
139.759611940139,35.6667838898648,"港",11600000
139.749304999926,35.6520219402605,"港",4000000
139.742278059885,35.6716319398623,"港",10100000
139.754118890075,35.6673850003177,"港",9300000
139.753425000164,35.6622861096164,"港",3130000
139.757259999849,35.6650349998655,"港",1980000
139.749140000411,35.669371109889,"港",11500000
139.756926940426,35.6685180597608,"港",6490000
139.752579999867,35.668548060245,"港",3380000
139.723793060002,35.6721161096709,"港",13700000
139.718183890374,35.6589938903559,"港",2870000
139.738880000312,35.6605938903959,"港",3660000
139.736665829864,35.6764347197866,"港",6250000
139.734768059798,35.6535669395628,"港",2980000
139.761434999926,35.6555980602025,"港",3440000
139.728341939729,35.6652808304461,"港",4270000
139.748614440204,35.6439075004309,"港",4680000
139.740003890268,35.6716680602329,"港",3250000
139.737229999765,35.6441938904359,"港",2360000
139.732253889905,35.6438488898146,"港",2360000
139.757623889831,35.6616530597411,"港",4030000
139.703839999616,35.7002711103236,"新宿",695000
139.734475000421,35.6935838900847,"新宿",1210000
139.710136940168,35.7085269397666,"新宿",1090000
139.718403889728,35.6859038902525,"新宿",1000000
139.692323060261,35.7076319398623,"新宿",822000
139.696688609592,35.7205688898426,"新宿",740000
139.684840000266,35.7198669402073,"新宿",640000
139.703816110026,35.7200488901443,"新宿",1090000
139.685513890154,35.6935150002172,"新宿",838000
139.730960000204,35.7025569396512,"新宿",959000
139.679496940032,35.7239511096561,"新宿",685000
139.724591940366,35.7070980600276,"新宿",890000
139.710476109585,35.6943730595692,"新宿",914000
139.726208059854,35.6890561102514,"新宿",894000
139.692876940119,35.7008488896647,"新宿",758000
139.690653059691,35.7120019399377,"新宿",667000
139.70512999975,35.7097611099874,"新宿",835000
139.734407917292,35.7059401747994,"新宿",850000
139.724158889821,35.7029819403644,"新宿",779000
139.723031678669,35.6935983484852,"新宿",1340000
139.723393889617,35.6815988895772,"新宿",1570000
139.736053889775,35.6994124996873,"新宿",1200000
139.697524999779,35.7094911101268,"新宿",796000
139.711360000164,35.7101030601083,"新宿",754000
139.713736109734,35.6937083301755,"新宿",812000
139.725863060132,35.6832572196452,"新宿",1020000
139.72015695438,35.6896898229272,"新宿",966000
139.717325000049,35.6970969396722,"新宿",829000
139.680752968275,35.7160998438329,"新宿",635000
139.704368890012,35.6931311102127,"新宿",8840000
139.713856109872,35.6967761101295,"新宿",1350000
139.707035000365,35.6895619402315,"新宿",6580000
139.699000830424,35.6947252799479,"新宿",6990000
139.697776940354,35.6917911095722,"新宿",21200000
139.708396939967,35.7119888898756,"新宿",2400000
139.72584806034,35.6880938896215,"新宿",1570000
139.722300000145,35.6877361096339,"新宿",4500000
139.69260000019,35.6914211095967,"新宿",13000000
139.704803060213,35.7124988900119,"新宿",4150000
139.741613059795,35.70095194028,"新宿",3270000
139.7277519404,35.7071799999572,"新宿",1370000
139.72008694036,35.700644999867,"新宿",1650000
139.698423890151,35.7014769402088,"新宿",2530000
139.705451939955,35.6913319400172,"新宿",18700000
139.698521939636,35.7218399997164,"新宿",1140000
139.702493059807,35.6910411100594,"新宿",17700000
139.703786110441,35.6964788895892,"新宿",1410000
139.721701940193,35.6891161103204,"新宿",1250000
139.708038060109,35.7023469398596,"新宿",2700000
139.692926939727,35.6974338895625,"新宿",1660000
139.712251295761,35.6901961016689,"新宿",1750000
139.708328059992,35.6933669403322,"新宿",1410000
139.703601110003,35.6911311097131,"新宿",36900000
139.704633059568,35.6954349997256,"新宿",2230000
139.69404110981,35.6954700004403,"新宿",1070000
139.684891939711,35.7226013900423,"新宿",950000
139.715014999643,35.6818730595942,"新宿",1640000
139.689363889632,35.7113899998488,"新宿",1050000
139.705960000254,35.6914169403397,"新宿",2680000
139.699153059566,35.7123000004448,"新宿",1510000
139.719178890394,35.7065669402123,"新宿",1840000
139.736981939765,35.7086261098073,"新宿",1420000
139.726960000104,35.6913388899779,"新宿",2140000
139.701634999556,35.6926299998748,"新宿",38000000
139.7357519397,35.6958861095565,"新宿",1550000
139.728339999891,35.6859638903214,"新宿",5900000
139.697398889647,35.6899100003464,"新宿",7560000
139.741491109927,35.7019719396534,"新宿",1620000
139.693693889661,35.7018349998855,"新宿",1170000
139.687481940439,35.689476939909,"新宿",1100000
139.718036940253,35.712398889897,"新宿",1050000
139.703513890154,35.7141769404136,"新宿",1450000
139.721110590082,35.6937094255497,"新宿",1350000
139.719398059673,35.682698889942,"新宿",2610000
139.736831109968,35.7027880600211,"新宿",2060000
139.685035000265,35.6899552803121,"新宿",2770000
139.708089999554,35.6899983299591,"新宿",2670000
139.732238890113,35.690444999837,"新宿",2630000
139.760218059816,35.7220819398298,"文京",855000
139.754333060023,35.7137638898918,"文京",1280000
139.732669999921,35.7139700001156,"文京",969000
139.727451109981,35.7118511101408,"文京",962000
139.751663060102,35.7324549999984,"文京",1070000
139.735868060163,35.723358889901,"文京",1060000
139.748686109876,35.7197569396312,"文京",1050000
139.744098890252,35.7317819401845,"文京",1390000
139.72475389028,35.7164500002675,"文京",859000
139.739460000079,35.7187150003971,"文京",1090000
139.725916110241,35.7253061100891,"文京",790000
139.757148890409,35.7057050002857,"文京",2120000
139.752716939635,35.7269588904406,"文京",2350000
139.749548059695,35.7102799999222,"文京",1140000
139.755566109688,35.7193388897781,"文京",935000
139.728421109747,35.7118588901758,"文京",1250000
139.761221109667,35.7274419396939,"文京",1170000
139.747750000163,35.7131161100206,"文京",915000
139.764653890265,35.7149199998583,"文京",1110000
139.742798059583,35.7247274997745,"文京",951000
139.764713890334,35.7094069398785,"文京",1230000
139.754271940298,35.7260349998156,"文京",913000
139.749268890347,35.7158738900681,"文京",742000
139.7397519398,35.7301794400293,"文京",1080000
139.771811109695,35.707911940184,"文京",4110000
139.765106109859,35.7054338897624,"文京",1310000
139.745521939686,35.7106180595759,"文京",1800000
139.758936110413,35.704123889606,"文京",1850000
139.752938060443,35.7097069402233,"文京",3050000
139.732372407061,35.708174744569,"文京",1060000
139.727206110374,35.719193890286,"文京",1760000
139.75911111039,35.7051950001493,"文京",1430000
139.7636869401,35.7261250003687,"文京",1570000
139.757326109912,35.729111940264,"文京",1120000
139.742471940228,35.7296338896924,"文京",1770000
139.765699999655,35.7171350003802,"文京",1580000
139.7703130604,35.707893059817,"文京",1190000
139.741973890283,35.7282980601075,"文京",1040000
139.762998890387,35.7067980596829,"文京",2180000
139.751453060311,35.716878059575,"文京",1700000
139.722601110253,35.7182930600768,"文京",1130000
139.748821939881,35.7037219403155,"文京",3380000
139.755479999602,35.7032788902088,"文京",2640000
139.752121110001,35.7182469401444,"文京",1030000
139.758861109653,35.708803889588,"文京",1170000
139.762453539699,35.7249117663651,"文京",1260000
139.747938060094,35.7336900002934,"文京",1820000
139.734673059914,35.7101449999919,"文京",928000
139.751158060197,35.7120838897599,"文京",1940000
139.755473060434,35.7178288902912,"文京",1250000
139.739988889576,35.7251338899172,"文京",1130000
139.768544999552,35.7196211096267,"台東",885000
139.782689406291,35.725810255639,"台東",654000
139.765496109858,35.722564999875,"台東",931000
139.773278889609,35.7214730601338,"台東",947000
139.768751109776,35.7227480595755,"台東",822000
139.768305914786,35.7116064306924,"台東",2020000
139.773583890185,35.708960000204,"台東",11200000
139.773486109596,35.7059711096791,"台東",1560000
139.7769572202,35.7101655602925,"台東",3700000
139.797306940063,35.7109799998273,"台東",5560000
139.791848889815,35.7124261096774,"台東",2050000
139.771168890332,35.7091980597428,"台東",2370000
139.786121110401,35.6975811103801,"台東",3000000
139.764753060306,35.7281261097323,"台東",995000
139.785548330391,35.7191638898018,"台東",1220000
139.779091109967,35.7107969401268,"台東",1120000
139.789201110343,35.7154438900237,"台東",1290000
139.777813060025,35.7131119398643,"台東",1850000
139.789191939956,35.7020750001613,"台東",1700000
139.792924999689,35.7095769396242,"台東",1470000
139.777228060027,35.7014061096044,"台東",1260000
139.791801109734,35.7266380599987,"台東",643000
139.787443889924,35.7063030602382,"台東",1340000
139.789453059911,35.6991538897404,"台東",814000
139.775580233141,35.7091664108014,"台東",2950000
139.774435504995,35.7091185389896,"台東",6350000
139.785104999696,35.7136069402083,"台東",901000
139.793540000171,35.7155066698971,"台東",820000
139.771913889614,35.7095198803383,"台東",2430000
139.778804999651,35.7135800001171,"台東",2200000
139.791255000018,35.7245411098845,"台東",920000
139.779894999555,35.7077988900069,"台東",1440000
139.78584305981,35.7005299999597,"台東",896000
139.798116109571,35.7145561098768,"台東",1630000
139.779918059971,35.7025038904424,"台東",1620000
139.780114169733,35.7036316699658,"台東",842000
139.770654460135,35.7063990484775,"台東",1610000
139.776016669634,35.7079022203114,"台東",7090000
139.79782194043,35.7282430602692,"台東",464000
139.796638890373,35.721213059835,"台東",660000
139.787046939965,35.7015113896391,"台東",1190000
139.787810000331,35.7233022200216,"台東",702000
139.783854999609,35.7162944400366,"台東",777000
139.804266939968,35.7192211100663,"台東",562000
139.790866939858,35.714219169879,"台東",1050000
139.790433890212,35.7177102796059,"台東",970000
139.792213060385,35.7083369399979,"台東",888000
139.787774999617,35.7038291700803,"台東",965000
139.794223060446,35.7097580603863,"台東",1220000
139.791396389632,35.7053241697748,"台東",692000
139.787037220092,35.7213166698286,"台東",858000
139.784428890281,35.7046461097303,"台東",897000
139.778593060022,35.7064158298268,"台東",912000
139.77498639011,35.7038913896761,"台東",1170000
139.808048890444,35.7129038898028,"墨田",544000
139.821346109735,35.7103380601535,"墨田",399000
139.806643060329,35.6985838904343,"墨田",591000
139.790951110106,35.6910788896792,"墨田",706000
139.801586835264,35.6918270608703,"墨田",538000
139.829163890202,35.7207519396505,"墨田",353000
139.815853059671,35.7035649996252,"墨田",601000
139.82215388979,35.7320819396299,"墨田",361000
139.821376085038,35.7138792180517,"墨田",383000
139.831143059705,35.713377499772,"墨田",368000
139.800591939567,35.7027750000664,"墨田",554000
139.81480000032,35.6952561101815,"墨田",2370000
139.792396940267,35.6950719398183,"墨田",991000
139.801420678322,35.6949956143563,"墨田",968000
139.791326110312,35.6940730601238,"墨田",1190000
139.810536940428,35.7117330597331,"墨田",689000
139.800095000284,35.7052038899477,"墨田",600000
139.814588275629,35.7047731146877,"墨田",763000
139.818293889851,35.7330688898176,"墨田",413000
139.80558306001,35.6914461098502,"墨田",695000
139.813498889962,35.6988588896262,"墨田",1070000
139.811341398387,35.7093405798041,"墨田",759000
139.814408059584,35.7098238898608,"墨田",1110000
139.825334999611,35.7196438903534,"墨田",452000
139.832629999675,35.6814911103266,"江東",420000
139.819923890375,35.7061880603309,"江東",391000
139.842098889552,35.6832269403712,"江東",408000
139.812893889941,35.6678688904371,"江東",630000
139.836748890149,35.6935130603796,"江東",450000
139.830786063027,35.7004666786945,"江東",476000
139.822891940011,35.67438306043,"江東",476000
139.807807541185,35.6522717746229,"江東",555000
139.841956109587,35.6731600004338,"江東",389000
139.827998060362,35.7029769401339,"江東",496000
139.832328060392,35.6727819398348,"江東",458000
139.813294096346,35.6799905105538,"江東",578000
139.794963889572,35.6827761102295,"江東",678000
139.794971940303,35.6686930597371,"江東",642000
139.823698889992,35.6757888896457,"江東",691000
139.804926109752,35.6731869396257,"江東",633000
139.843761173939,35.6956944496393,"江東",568000
139.843901696606,35.6878830318766,"江東",459000
139.840523889766,35.6979161096409,"江東",412000
139.800498060237,35.6533219399557,"江東",880000
139.819320000118,35.6651299997499,"江東",684000
139.822819041866,35.6826177009463,"江東",520000
139.824456110162,35.6942669395678,"江東",607000
139.799305612264,35.6725185886621,"江東",681000
139.820814330717,35.6734427985465,"江東",492000
139.835173060289,35.6950966702753,"江東",491000
139.832986109621,35.6780350004151,"江東",398000
139.831829999655,35.6717861097413,"江東",518000
139.78977805961,35.6754750001713,"江東",994000
139.827226110197,35.6952980599577,"江東",711000
139.800116940145,35.6856000003399,"江東",686000
139.825833890422,35.6983150003372,"江東",2150000
139.802998060412,35.6880180596859,"江東",848000
139.838406939629,35.6754761099347,"江東",584000
139.815396939717,35.6902499998378,"江東",904000
139.806561939682,35.6791030595587,"江東",700000
139.821946110425,35.6961111100399,"江東",970000
139.798673889788,35.6814530600109,"江東",971000
139.788443890174,35.6325538896505,"江東",1300000
139.83488388958,35.6805561103764,"江東",584000
139.797798059833,35.6689819399647,"江東",708000
139.812280000122,35.6696300004243,"江東",833000
139.797261939787,35.654731940227,"江東",1400000
139.794862407374,35.6575290071581,"江東",2300000
139.799338059804,35.6268750000813,"江東",308000
139.800393680424,35.6382448346316,"江東",515000
139.79191111031,35.6790111101748,"江東",579000
139.811613890269,35.6425072200324,"江東",655000
139.727276110005,35.6317199995785,"品川",1060000
139.717358890101,35.6141050002457,"品川",796000
139.702508059599,35.6025038897429,"品川",686000
139.717496939632,35.6309511098061,"品川",1310000
139.747863106098,35.6180231224693,"品川",1110000
139.727168060058,35.5973138896244,"品川",683000
139.715771940123,35.6389538898104,"品川",1300000
139.708725000059,35.6100511100709,"品川",760000
139.722631109838,35.6294961101575,"品川",1390000
139.734718609676,35.6222555604459,"品川",1020000
139.737618059926,35.6105788898041,"品川",777000
139.743828624192,35.616066150033,"品川",672000
139.722606109584,35.619563889562,"品川",809000
139.722193059962,35.6121780597698,"品川",903000
139.729628890261,35.6125211097616,"品川",705000
139.740225000284,35.5983711101388,"品川",735000
139.745909999847,35.6101280596624,"品川",1000000
139.701946110125,35.6167419401886,"品川",830000
139.710433890012,35.6245019401126,"品川",1020000
139.732683059876,35.5924419401436,"品川",810000
139.741594116475,35.6235709637292,"品川",1460000
139.728958889941,35.599013330401,"品川",815000
139.714912392393,35.6046303843849,"品川",725000
139.69735389027,35.6095969398471,"品川",885000
139.739031939872,35.613185279777,"品川",722000
139.723825000324,35.6033580604263,"品川",710000
139.714357625804,35.6188195944489,"品川",854000
139.72461693972,35.6227549998436,"品川",1240000
139.714511939575,35.6223775004215,"品川",794000
139.727271109774,35.6293333301692,"品川",2550000
139.72279499959,35.6258219398308,"品川",6000000
139.731938059694,35.6029369402877,"品川",1110000
139.733938890268,35.5875088898236,"品川",1480000
139.717533060003,35.6342061097244,"品川",4100000
139.71775389033,35.6023538900202,"品川",775000
139.729675000301,35.5884469402743,"品川",2550000
139.705253890355,35.6186619396969,"品川",1750000
139.726584999898,35.6265869400354,"品川",1980000
139.714543059715,35.6158169398001,"品川",1160000
139.728111939914,35.6219050002157,"品川",3530000
139.717178889894,35.6343830603302,"品川",1460000
139.720614999783,35.6243769397441,"品川",3030000
139.720298889882,35.6340569400759,"品川",1710000
139.727526939917,35.625428060157,"品川",2410000
139.705396940117,35.6106152799713,"品川",978000
139.740051940145,35.6219011097486,"品川",980000
139.733716940285,35.5913149996876,"品川",1050000
139.721266109843,35.6268488900644,"品川",2380000
139.705593889846,35.6215958303835,"品川",1020000
139.732988059552,35.6074999996255,"品川",2410000
139.712986940295,35.6033130601498,"品川",1080000
139.727208060104,35.6200980598777,"品川",2580000
139.741093890171,35.6036811103951,"品川",1070000
139.740181939845,35.6130630601123,"品川",781000
139.748456940136,35.6214788897391,"品川",1660000
139.738728059852,35.6070300004344,"品川",1570000
139.7123780597,35.6068813901642,"品川",942000
139.705861939977,35.6173452800608,"品川",1300000
139.764537048546,35.5982258570378,"品川",470000
139.674891109837,35.6236288899615,"目黒",907000
139.697748060425,35.6311638903015,"目黒",715000
139.700423889751,35.6390380600586,"目黒",1110000
139.698806110114,35.6211730599889,"目黒",737000
139.679966940122,35.6164969396822,"目黒",953000
139.66617610994,35.6102450003067,"目黒",1280000
139.69448389012,35.6522380599387,"目黒",1700000
139.690726939897,35.654946110175,"目黒",1750000
139.694371109739,35.6442930595772,"目黒",1030000
139.686841939704,35.6493050002258,"目黒",1030000
139.710292132576,35.6381593981379,"目黒",1160000
139.694276109855,35.6385188904346,"目黒",912000
139.683093890071,35.6206400003359,"目黒",886000
139.711528904535,35.6419504182774,"目黒",1520000
139.691446939825,35.6116611096726,"目黒",846000
139.682496939882,35.6167261103219,"目黒",894000
139.702701109868,35.6294030600034,"目黒",881000
139.706108890213,35.6377549999934,"目黒",1240000
139.677426939902,35.6136688902073,"目黒",1070000
139.699075000211,35.6229211100214,"目黒",1020000
139.679119999988,35.6615238901156,"目黒",1220000
139.691558783112,35.6531247824829,"目黒",2720000
139.685628890061,35.6331744398487,"目黒",903000
139.675596940047,35.6136261103568,"目黒",959000
139.685476939709,35.6262913904355,"目黒",1040000
139.680092740888,35.6050701339797,"目黒",773000
139.691356940171,35.6512900000337,"目黒",1250000
139.684101110078,35.6111730601887,"目黒",810000
139.688069999931,35.6543730603686,"目黒",1010000
139.71277806016,35.6295150004171,"目黒",859000
139.692166939753,35.6262480602,"目黒",820000
139.66891611039,35.6199811102402,"目黒",902000
139.670003059794,35.6073530602957,"目黒",3740000
139.699069999981,35.6440688900674,"目黒",4600000
139.697936109564,35.6385438897888,"目黒",975000
139.692403060353,35.6372769401788,"目黒",1070000
139.671611939739,35.626066110263,"目黒",943000
139.686254999869,35.6288988901718,"目黒",1850000
139.694361940251,35.6477388902377,"目黒",2340000
139.697451109681,35.6290400000961,"目黒",1190000
139.676238060438,35.6173180602804,"目黒",1930000
139.669808889869,35.6103080598692,"目黒",1470000
139.709244999757,35.6310538897254,"目黒",1460000
139.667865241788,35.6075135299257,"目黒",5550000
139.69758306001,35.6159822199037,"目黒",951000
139.686090000353,35.6576500001475,"目黒",954000
139.699165386574,35.6223951532139,"目黒",912000
139.71402194036,35.6339711096791,"目黒",4450000
139.702021940061,35.6203349997606,"目黒",1080000
139.686115194861,35.6498730884724,"目黒",1060000
139.734733890057,35.5832769401788,"大田",509000
139.692923890126,35.5775499998328,"大田",590000
139.72991305984,35.5731350003802,"大田",508000
139.665308890093,35.5967300002894,"大田",1130000
139.691698525167,35.5961981601172,"大田",570000
139.706948060205,35.5964474998524,"大田",535000
139.740391109562,35.5568761103444,"大田",439000
139.721379999987,35.5478338903219,"大田",435000
139.697532523507,35.5814980649839,"大田",640000
139.724928060182,35.5867469401194,"大田",720000
139.681726110272,35.5926938897114,"大田",825000
139.730601939628,35.5777638900916,"大田",466000
139.721563059688,35.5594811099654,"大田",570000
139.712108889914,35.5477361097338,"大田",440000
139.687093890171,35.5644738896585,"大田",440000
139.685538060333,35.5905080595994,"大田",579000
139.697661940446,35.5999061098792,"大田",528000
139.702053060201,35.5873188900549,"大田",540000
139.684451110031,35.5807361098837,"大田",538000
139.687160000234,35.6009619400417,"大田",634000
139.707891109987,35.5589888903252,"大田",485000
139.683808889769,35.5709188900948,"大田",500000
139.712298663053,35.5774692029415,"大田",506000
139.732221109617,35.5543980599227,"大田",470000
139.731262531241,35.5636428216591,"大田",465000
139.675171110159,35.5781930600618,"大田",493000
139.712543836229,35.5865592884805,"大田",522000
139.708423059877,35.5726188902498,"大田",504000
139.660139999761,35.5964738895585,"大田",685000
139.722598059753,35.5895608297686,"大田",690000
139.714681110145,35.5678680596634,"大田",520000
139.721041940333,35.553298059558,"大田",435000
139.684718890365,35.5944500003674,"大田",574000
139.689031939972,35.5796969396622,"大田",635000
139.666528889697,35.591898889922,"大田",751000
139.693661940346,35.6072250004336,"大田",674000
139.729366940232,35.5858361103484,"大田",1630000
139.71312999995,35.5983788901738,"大田",523000
139.692383890404,35.5919719400532,"大田",516000
139.705029357519,35.565643331175,"大田",526000
139.684943889949,35.5651938895865,"大田",552000
139.718603889958,35.5861519396605,"大田",489000
